ID,ARTISTE, PAYS,TITRE,ANNÉE ,ÉTIQUETTES,STYLE (S),TOP 250 TEXTES FRANÇAIS ,AUTEURS,LIENS ÉCOUTE STREAMING 
top-250-60,Craig Taborn,États-Unis,Daylight Ghosts,2017,ECM,Jazz contemporain,"Le pianiste américain s'est épanoui chez ECM au cours des dernières années. Parmi ses enregistrements chapeautés par le célèbre label allemand, ces Fantômes diurnes hantent son projet le plus abouti. Enregistrées de concert avec des musiciens hors-pair, soit Chris Speed aux cuivres, Chris Lightcap à la contrebasse et Dave King à la batterie, ces œuvres d’allégeance jazz flirtent avec la musique contemporaine occidentale. Qui plus est, l'utilisation subtile d'effets électroniques en renforce la modernité sans en pervertir les fondements. Et si Taborn était le Andrew Hill du 21e siècle ? ",Patrick Bouchard,https://www.amazon.com/Daylight-Ghosts-Craig-Taborn/dp/B01NAQNZU6/ref=tmm_msc_swatch_0?_encoding=UTF8&qid=&sr=
top-250-61,D’Angelo,États-Unis,D’Angelo and the Vanguard Black Messiah,2014,RCA,Funk/soul/R&B ,"Un titre approprié pour le grand retour quasi messianique du prince déchu de la soul américaine. Après un succès triomphant et fulgurant avec son album Voodoo paru au début du siècle, Michael Eugene Archer, alias D’Angelo, disparaît de la scène musicale, aux prises avec des problèmes de consommation et de santé mentale. Il nous aura donc fallu patienter près de 15 ans avant de pouvoir entendre ce fameux Black Messiah, qui franchement ne déçoit pas. Un retour en force, plus mature, introspectif, sérieux, toujours aussi inspiré par le gospel sud-américain qui aura baigné l’enfance musicale du chanteur prodige. Espérons seulement qu’il ne nous fasse pas attendre encore 15 ans avant de nous offrir son prochain opus.",Frédéric Savard,https://music.apple.com/ca/album/black-messiah/950764300 
top-250-62,Dälek,États-Unis,Endangered Philosophies,2017,Ipecac Recordings,Hip-hop expérimental/industriel,"Au terme de la présente décennie, le constat est clair : le métissage des genres constitue un corpus primordial dans le grand ensemble des musiques de qualité, ce dont témoigne Dälek ici. À l’extrême gauche du spectre, décapant dans ses textes comme dans ses arrangements, le groupe malaxe sur cet enregistrement hip-hop et sons industriels, ce qui en intensifie la pesanteur et crée un effet claustrophobique et une tension permanente. Dans la lignée du hip-hop revendicateur, les textes sont pour leur part sans équivoque, notamment pour leur anti-trumpisme. ",Patrick Bouchard,https://dalekipecac.bandcamp.com/album/endangered-philosophies
top-250-63,Danny Brown,États-Unis,Atrocity Exhibition,2016,Warp,Hip-hop expérimental,"Danny Brown est tout sauf un rappeur orthodoxe. Le titre de l’album devrait nous mettre la puce à l’oreille : Atrocity Exhibition est le morceau qui ouvre Closer, album classique de Joy Division. Convenons que les artistes hip-hop se réclamant de la formation cold wave ne sont pas légion. Sorti chez Warp, un label qu’on associe généralement à l’électro de pointe, cet enregistrement témoigne de cette différence assumée. Repoussant les limites du genre, le MC du Michigan y couche sa folie et sa voix si particulière sur des musiques tantôt hyperactives, tantôt carrément glauques.",Steve Naud,https://open.spotify.com/album/3e7vtKJ3m1zVh38VGq2g3H
top-250-64,David Bowie,États-Unis,Blackstar,2016,ISO,Art rock/jazz rock/électronique/expérimental,"Une sortie de scène comme seul Bowie pouvait en goupiller, d’autant que, coup de théâtre, il nous quittait à peine deux jours après le lancement du disque. Derrière les paroles cryptiques sur lesquelles les exégètes se sont rués pour les déchiffrer dès l’annonce de son décès et les savants arrangements où jazz de pointe et avant-electronica entrent en collusion, ce qu’on entend surtout, c’est l’infinie tristesse d’un homme qui ne veut pas s’en aller.  ",Michel Rondeau,https://www.deezer.com/us/album/12118252
top-250-65,De Ambassade,Pays-Bas,Duistre Kamers,2019,Knekelhuis,Coldwave/synthpop,"Chaque mélodie du tandem néerlandais revêt avec modernité les canons de la darkwave européenne des années 80. Pulsation dialoguant entre passé et présent, les synthétiseurs sont lancinants et la plasticité des drum machines épousent ici des guitares accrocheuses. L’esthétique analogique éthérée, à la nonchalance calculée, célèbre sur plusieurs morceaux les convulsions existentielles que la coldwave investiguait tandis que d’autres plages plus dansantes se construisent autour des identités new beat et EBM. Les atmosphères anxiogènes sont d’une rare cohérence, s’en dégagent une suave noirceur propre à notre génération.  ",Jean Bourbeau,https://www.deezer.com/pl/album/109487872  
top-250-66,Dead Obies ,Canada / Québec ,Gesamkunstwerk ,2016,Bonsound ,Hip-hop ,"Pendant que dans la province on assistait à la pénétration du star system québécois par le courant mondialement dominant du hip-hop, ce groupe montréalais marquait ce qu’il est convenu d’appeler le rap queb. Le chemin avait d'abord été ouvert par des groupes comme Dubmatique et Muzion, puis nivelé par d'autres comme Atach Tatuq, et ensuite Alaclair Ensemble, avant qu'un marché de fans viable permette aujourd'hui à des douzaines de formations de prospérer. Mais les Dead Obies – surtout avec ce disque-ci, leur deuxième sur Bonsound, composé et arrangé par le réalisateur émérite VNCE Carter et enregistré en concert avec le regroupement montréalais Kalmunity – ont réussi à saisir l'essence de l'explosion de jeunes talents qui s'est produite à travers la province au milieu de la décennie. Le titre signifie en allemand «œuvre d'art totale», et c'est ce qu'on retrouve sur ce disque. ",Darcy Macdonald ,https://open.spotify.com/album/7ltRG1oLVFSKSlU28S0VNW?nd=1 
top-250-67,Deepchord,États-Unis,Auratones,2017,Soma Quality Recordings,Électronique/dub techno,"Originellement Deepchord réunissait Rod Modell et Mike Schommer. Aujourd’hui, seul Rod Modell reste aux commandes. Comme l’ambient, le dub techno, nous invite à un voyage introspectif. Ici la progression est tellement maitrisée qu’il est parfois difficile d’entendre le passage d’une piste à l’autre, ça coule comme de l’eau. Les textures hyper soignées, les basses et les nappes occupent un large spectre, permettant l’immersion dans une atmosphère éthérée, chaude et organique. Ne soyez pas surpris si la notion de temporalité devient alors toute relative.  ",Elsa Fortant,https://open.spotify.com/album/4m7nXsEBOnFJrxr5A21zlg?si=6-3ewHZlQueeo-UlD42g8g
top-250-68,Deerhunter,États-Unis,Halcyon Digest ,2010,4AD,Indie-rock/art rock/shoegaze,"Probablement le plus connu de sa discographie, Halcyon Digest est l’album où Deerhunter ouvre ses horizons. Sans nécessairement abandonner les guitares, le groupe s’équipe d’une nouvelle artillerie d’instruments (banjo, harmonica, saxophone, échantillonnage électronique, etc) pour approfondir ses nouvelles compositions. L’oeuvre bénéficie aussi d’une réalisation assurée par Ben H. Allen (qui avait notamment fait Merriweather Post Pavillon d’Animal Collective l’année précédente). En résulte un disque plus accessible que ses précédents et d’une formidable richesse sonore. La pièce centrale du disque, Desire Lines, reste à ce jour la plus grande chanson écrite par le groupe. ",Dominic Berthiaume,https://open.spotify.com/album/1HUMjB15ARg96KIypcGzYY?si=bRFzCR9ARt2-wMCpWaTkLg
top-250-69,Dengue Fever,États-Unis ,The Deepest Lake,2015,Tuk Tuk,Rock psychédélique ,"Les Angelinos de Dengue Fever ont débuté en 2001 comme perpétuateurs assez fidèles du rock psychédélique cambodgien d’avant les Khmers rouges. Par une sorte d’habile subversion, ils arrivent d’ailleurs à nous faire voir en filigrane de leurs chansons pétillantes les atrocités commises par ce régime. À partir de sources les plus diverses (un peu de soul jazz éthiopien ici, un peu de surf là), ils ont réussi, au fil de leurs albums, à se créer un son bien à eux. De l’entraînant Rom Say Sok au langoureux Ghost Voice, leur formule originale ne montre aucun signe d’essouflement sur ce dernier disque. ",Rupert Bottenberg ,https://denguefever.bandcamp.com/album/the-deepest-lake
top-250-70,Deru,États-Unis,1979,2014,Friends Of Friends,Ambient,"Projet interactif conceptualisé autour des théories mystérieuses d’un philosophe incertain, le cinquième opus du minimaliste américain Benjamin Wynn est construit telle une ode à la mémoire. Son ambient aux formes enoesques opère un flottement élégant vers une nostalgie assumée. Loin du vide méditatif, les drones atmosphériques, dépouillés ou frontaux, parcourent les contours d’un long murmure impressionniste à l’image d’un exil intérieur.  ",Jean Bourbeau,https://www.deezer.com/en/album/7637868  
top-250-71,Devo,États-Unis,Something for Everybody,2010,Warner,New wave,"Il est difficile de surévaluer l’influence du punk à synthés première génération de Devo et de son humour décapant, aussi on craignait que ce retour, après une absence de deux décennies, ternisse le bon souvenir qu’on en conservait. Heureusement, ça n’a pas été le cas. Bourré de chansons accrocheuses et de commentaires satiriques sur la société toujours aussi cinglants, cet album inespéré est du même niveau que leurs meilleures productions du tournant des années 80. ",Rupert Bottenberg,https://open.spotify.com/album/2j0GggDDCSeY6vpccGLIq1?autoplay=true&v=L
top-250-72,Dirty Beaches,Canada,Badlands,2011,Zoo Music,Rock lo-fi/noise,"Enregistrée en partie à Montréal, l’oeuvre liminaire du collectif parvient à dresser une tension crépusculaire aux confins d’une intimité en clair-obscur. Entre post-punk, lo-fi et motorik industriel s’invite la voix psychobilly d’Alex Zhang Hungtai, crooner fantomatique qui berce cette rêverie atavique exhumant Les Rallizes Dénudés et Françoise Hardy. Un album concept embué de fantasmes où s’échouent avec poésie, rébellions et solitudes.  ",Jean Bourbeau,https://www.deezer.com/fr/album/1246233
top-250-73,Django Django,Royaume-Uni,Django Django,2012,Because,Britpop,"L’album qui aurait dû remporter le prix Mercury au lieu de celui d’Alt-J. Bien des critiques ont vanté l’originalité de ce quatuor londonien, mais en réalité, sous les effets sonores, les interludes biscornus et autres excentricités stylistiques, c’est une pure fougue britpop digne des premiers moments de Blur qu’on retrouve, le glam en moins. Hail Bop, Waveforms, Love’s Dart… il y a ici une quantité peu commune de refrains qui décollent comme des fusées, soutenus par des harmonies vocales délicieuses. Voilà de quoi ça a l’air quand le pop-rock fait un effort. ",Olivier Lalande,https://open.spotify.com/album/1in9OlbNsLoJ8obUGhktxa?si=M-2arEUNRRKXrhsmpqI0tQ
top-250-74,Dominique A,France,Vers les lueurs,2012,Cinq7 / Wagram,Chanson d’auteur/rock/classique contemporain,"Le dixième album de Dominique Ané fut conçu avec formation rock, piano et quintette à vent. On doit associer à cet album tous les attributs d’une œuvre d’exception : la forme, le fond, la charge émotive, la grande maîtrise, la quête de beauté céleste, bucolique, maritime, agricole, forestière. Cette éloge de l'intimité des êtres et de leur habitat a pour toile de fond un monde en déclin prononcé, où «d'étranges animaux se jettent des collines», où «les marées ont la saveur du métal», où l'on observe au loin ce convoi de fugitifs dont les participants «rêvent de fruits et de baies». ",Alain Brunet,https://open.spotify.com/album/16OZIxz9M25yFnORO5TCi5?autoplay=true&v=L
top-250-75,Dope Lemon,Australie,Honey Bones,2016,EMI,Alternatif/folk psychédélique /indie rock/néo-psychédélique,"Projet musical collaboratif tournant autour du polyvalent Angus Stone, Dope Lemon a concocté ce petit bijou dans une ferme, sous le soleil, quelque part en Australie. Disque de farniente, sexy et mélancolique, Honey Bones regorge de grooves stoner nonchalants qui peuvent rappeler les Allah-Las, Dandy Warhols, Mazzy Star, BJM ou encore Mac Demarco. Folk-rock fucké, pop psyché de bord de mer avec quelques titres plus sombres mais toujours très cool, Honey Bones est un album tout simple, largement passé sous le radar à sa sortie mais qui gagne encore aujourd'hui à être découvert. Un disque planant et onirique. ",Patrick Baillargeon, https://www.deezer.com/fr/album/102958812?autoplay=true
top-250-76,Duane Pitre,États-Unis,Feel Free,2012,Important Records,Minimaliste/expérimentale,"Égrenées dans l’espace, des harmoniques de guitare électrique en intonation juste. Autour, un violon, un cymbalum, une harpe, un violoncelle et une contrebasse tissent sans jamais se hâter un chatoyant lacis mélodique et rythmique aussi ouvert qu’aérien. Hypnotisant comme les braises d’un feu de camp.  ",Michel Rondeau,https://imprec.bandcamp.com/album/feel-free
top-250-77,Duchess Says,Canada / Québec ,Sciences Nouvelles,2016,Bonsound,Électro-punk,,Nora Harun,https://duchesssays.bandcamp.com/album/sciences-nouvelles
top-250-78,Ebony Bones,Royaume-Uni,"Behold, a Pale Horse",2013,1984 Recordings,Avant-pop/afro-electro/trip-hop/nu soul/post-punk,"La furie Ebony Bones nous a fait exploser au visage la bombe multicolore Bone of my Bones en 2009, révélant une artiste excentrique et sa panoplie d’influences funk, punk, reggae et afrobeat. Revenue en 2013 avec un album en partie créé lors d’un séjour en Inde, l’ex-actrice britannique s’affirme encore plus, mêlant drum’n bass, alterno, nu soul et autres substances à sa déjà bien garnie palette de couleurs. Behold, a Pale Horse, c’est un peu le fruit d’un one-night stand avec Prince et Santigold ; un disque dynamique, croisement très large entre le punk tribal de Bow Wow Wow, le funk psyché de Funkadelic, le grandiose de Lauryn Hill et la douce noirceur d’une Siouxsie. ",Patrick Baillargeon,https://www.deezer.com/us/album/6825654
top-250-79,Eliane Radigue,France,Occam Ocean 2 ,2019,Shiiin,Classique contemporain,"Depuis 2002, l’icône octogénaire de la musique sur synthétiseurs applique ses techniques compositionnelles de drones et de dilatation du temps à la musique instrumentale. Dans le sillage de l’excellent Occam Ocean1 paru en 2017, œuvre plus intimiste pour trois interprètes, Radigue s’est alliée aux instrumentistes de l’Orchestre de Nouvelles Créations, Expérimentations et Improvisations Musicales sous la direction de Frédéric Blondy pour livrer le magistral Occam Ocean 2. Cette musique à la fois viscérale et spirituelle, et totalement investie par les interprètes, paraît véritablement toucher à l’essence du son. Pour les amoureux de La Monte Young, Alvin Lucier et Pauline Oliveros.  ",Marie-Pierre Brasset,https://open.spotify.com/track/4LJLNwuT8Bzk4FpkaHyZBl?autoplay=true&v=T
top-250-80,Élisapie Isaac,Canada / Nunavik / Québec,The Ballad of the Runaway Girl,2018,Bonsound,Indie folk/trad inuit,"Jusque là, l'Inuite Elisapie Isaac menait une belle carrière de chanteuse... sans qu'on se roule dans le lichen à l’écoute de son œuvre. Vint une saison de grisaille, elle dut faire face à une perte de repères dans le Québec méridional, elle dut retrouver le Nord pour ainsi recoudre toutes les étoffes de son existence. De cette brutale catharsis résultait la découverte de son identité artistique, la maturité de son expression. Décliné en chansons, le récit de sa fuite en avant et de de son égarement est aujourd’hui considéré comme une destination artistique, de surcroît un des meilleurs albums proposés par les Premières Nations au cours de la décennie. ",Alain Brunet,https://open.spotify.com/album/4thL3jIVt8oFNZgvnHslkU?autoplay=true&v=L
top-250-81,Ensemble Mesostics,France,Matalon & Hurel: Tramages,2014,Éditions Hortus,Classique contemporain,"À écouter et réécouter pour les Trames de Martin Matalon, ces compositions « tissées » qui explorent les liens entre le soliste et les musiciens de l’ensemble. Il y a dans ces trames beaucoup de mouvement et beaucoup de virtuosité toujours pertinente, jamais gratuite. Constamment sollicités, les musiciens de l’Ensemble Mesostics savent insuffler l’énergie et la rigueur nécessaires pour rendre justice à la partition. Voilà donc une musique de chambre aux couleurs urbaines et jazzy, à la fois sombre et joyeusement contemporaine.  ",Marie-Pierre Brasset,https://play.google.com/music/preview/Bo3uzrpqctsryv6dkhhcefagllu?play=1
top-250-82,Eric Whitacre,États-Unis,Light & Gold,2010,Decca,Classique/musique chorale,"Connu par des millions d’internautes grâce à son Lux Aurumque (Light and Gold), interprété par une chorale virtuelle constituée de milliers de chanteurs, Eric Whitacre s’est rapidement positionné à l’avant-plan du chant choral. Outre Lux Aurumque, l’album comprend une série d’œuvres originales dirigées par Whitacre, chacune correspondant à son esthétique on ne peut plus distinctive : les dissonances y créent une vibration et une tension, le tout contrebalancé par la simplicité de l’harmonie, aussi par les instants de flottements et de silence évocateurs. Dans l’ensemble Light & Gold se révèle une expérience de chant choral absolument incomparable. ",Sarah-Ann Larouche,https://open.spotify.com/album/2hnquPCPDsr3Srk64rdeVS
top-250-83,Étienne Daho,France,Chansons de l'innocence retrouvée,2013,Polydor,Pop/electronica,"Daho – parrain de la pop française – a mis toute la gomme sur son dixième opus studio, soutenu par un aréopage du feu de Dieu : le palpitant bassiste Pino Palladino – parrain contemporain des musiciens ubiquistes – sur Le baiser du destin ; Nile Rodgers – parrain du funk familial – sur la goûteuse Les torrents défendus; Debbie Harry – marraine de la new wave – sur L’étrangère; et Dominique A – parrain de la nueva canción française – sur En surface. Ajoutez à tout ça des cordes et des cuivres somptueux, il en résulte l’un des grands albums pop de la décennie. ",Luc Marchessault,https://www.deezer.com/fr/album/7240950
top-250-84,Father John Misty ,États-Unis,Fear Fun,2012,Sub Pop,Pop,"Après des années à tourner avec les Fleet Foxes et à faire de l’indie-folk anonyme sous son nom de baptême, J. Tillman s’est réveillé d’on ne sait trop quelle torpeur et a largué l’équivalent de toute une carrière de bonnes idées en un seul disque. Il aurait dû en garder pour ses suivants, mais, diantre, le résultat est glorieux! Tillman y vibre un peu sur la même fréquence qu’un Gram Parsons, mais sa verve caustique n’appartient qu’à lui. C’est un album de fin d’époque; un hymne à la résilience des marginaux doublé d’un regard cynique sur le vide devant nous. ",Olivier Lalande,https://open.spotify.com/album/1BOfOlZo9Nzx7SmYAucY9t?si=Omo7yOtiRtm0BR0rngMJVw
top-250-85,Fatoumata Diawara,Mali,Fenfo,2018,Shanachie/Wagram,Folklore wassoulou/folk rock/blues saharien,"Le célébrissime Matthieu Chedid, alias M, a réalisé Fenfo, conscient de l’irrésistibilité de la Malienne Fatoumata Diawara. Respectueux de son folkore wassoulou, de ses affinités avec le blues du désert, il n’a fait qu’exaucer les vœux de sa cliente, de ses velléités pop, folk, rock, funk, groove, tout en mettant en valeur les richesses de l’Afrique de l’Ouest, ses inflexions mélodiques, ses instruments traditionnels – tama, kora, ngnoni, djembé, etc. Vivant entre l’Afrique et l’Europe, Fatoumata Diawara en a visiblement long à dire et à chanter sur ce chevauchement des cultures. ",Alain Brunet,https://www.deezer.com/en/album/60690442?autoplay=true
top-250-86,Feu! Chatterton,France,L'oiseleur,2018,Universal,Chanson d’auteur/rock/électro/avant-pop,"En cette époque où la pensée fine, le ressenti complexe et la langue châtiée suscitent tant de réprobations, Feu! Chatterton est l’un de ces contrevents qui atténuent ces pénibles intempéries. Abreuvé à de nombreuses sources stylistiques, ce rock’n’lettres parisien arrive à point nommé dans le paysage francophone. Dans ses chansons électro-rock, chansons de guitares, de claviers ou de machines, ce groupe porte un lyrisme littéraire qui peut sembler suspect, qui suscite la confusion entre raffinement singulier et maniérisme suranné. Qu’à cela ne tienne, le pouvoir des lettres l’emporte sans en rejeter les sons actuels, avec des résultats probants à la clé. ",Alain Brunet,https://open.spotify.com/album/7lrBYSO9Rqnq7XPEHMNRtQ
top-250-87,Fiona Apple,États-Unis,The Idler Wheel Is Wiser Than the Driver of the Screw and Whipping Cords Will Serve You More Than Ropes Will Ever Do,2012,Epic/Sony,Psych folk,Le seul album que Fiona Apple ait sorti durant la décennie qui s’achève s’avère son plus personnel. Elle s’y ouvre notamment sur l’état de sa santé mentale («Every single night is a fight with my brain.») et de sa difficulté à entrer en relation avec autrui. Les musiques qui accompagnent ses confessions sont tout aussi intimes: la voix écorchée de la chanteuse n’est soutenue que par les volutes de son piano et les arrangements particulièrement inventifs du percussionniste Charley Drayton. Une oeuvre à l’image de sa créatrice : aussi intense qu’originale. ,Steve Naud,https://open.spotify.com/album/7uccppFArLf9dNOwDftOZa
top-250-88,Flavien Berger,France,Léviathan,2015,Pan European Recordings,Alternatif/électro/krautrock/néo-psychédélique,"S’étant déjà fait la main avec quelques bandes-sonores avant d’attaquer la création de Léviathan, Flavien Berger applique à ce premier album son sens de l’image et son penchant pour une pop électro décalée qui doit autant à Air ou Bashung qu’à Alan Vega. En dix titres, le multi-instrumentiste parisien pose sur son canevas diverses palettes de couleurs; du Bleu sous-marin à la Fête noire en passant par le violet et le vert de toutes les lumières du Vendredi, Flavien Berger propose un voyage anxiolytique entre l’immensité du firmament et les insondables abysses. ",Patrick Baillargeon,https://paneuropeanrecording.bandcamp.com/album/l-viathan
top-250-89,Fleet Foxes,États-Unis,Crack-Up,2017,Nonesuch,Avant folk/chamber pop,"Crack Up a chamboulé l'ordre tranquille de la scène americana, rempart  la musique populaire anglo-américain dont les couleurs primaires sont   blues, country, rock, folk. Les voix harmonisées transcendent le legs des Byrds, Beach Boys, Beatles, Mamas and the Papas et autres Crosby Stills Nash & Young. La diversité orchestrale (acoustique, électrique, synthétique), l’intégration de styles contemporains, la richesse des concepts harmoniques, la finesse de la réalisation, voilà un classique!",Alain Brunet,https://open.spotify.com/album/0xtTojp4zfartyGtbFKN3v?autoplay=true&v=L
top-250-90,Flying Lotus,États-Unis,You're Dead,2014,Warp,Électro/avant-garde /soul/R&B/hip-hop/jazz,"À l’ère numérique, qui d’autre que Steven Ellison, alias Flying Lotus, a le mieux intégré l'électro de pointe, le jazz contemporain, le R & B, le G funk et le hip-hop? You're Dead !, son sixième album studio, fut un pinacle conceptuel afro-américain en ce sens. La haute virtuosité instrumentale de Kamasi Washington et autres Thundercat, le flow de Kendrick Lamar et Snoop Dog, sans compter les chants d’inspiration soul furent au service d’un art numérique de très haute volée, le tout catalysé par un génial beatmaker capable d’intégrations visionnaires. Un seul regret : la transposition sur scène de ce répertoire exceptionnel fut beaucoup trop mince. ",Alain Brunet,https://open.spotify.com/album/29luvT98TnqHjVDYSRbbrj 
top-250-91,Four Tet,Royaume-Uni,There Is Love In You,2010,Domino,Électro/ IDM/folktronica/downtempo ,"There Is Love in You est un véritable tour de force. Kieran Hebden s’éloignait un tant soit peu de la scène expérimentale, élargissant ainsi son bassin d’auditeurs en calant ses brillantes juxtapositions de sons pop, voix humaines et sons plus étranges dans des structures rythmiques souvent adaptées aux plancherx de danse. Le cinquième album du producteur britannique fut une suite de progressions répétitives, hypnotiques, évolutives, texturées. On devait alors le considérer comme l’un des artistes les plus inventifs de l’électro, à l’instar de Burial, Caribou et Apparat. ",Pascal Deslauriers,https://open.spotify.com/album/6XoxeeeyZgzqUMzUBUSDG9
top-250-92,Frank Ocean,États-Unis,Blonde,2016,Boys Don’t Cry,Pop/R&B /soul/rap,"En 2016, Frank Ocean met fin à son contrat avec Def Jam en faisant paraître le mystérieux Endless, genre d’album vidéo conceptuel expérimental qui laisse ses fans un peu perplexes. Le lendemain, il annonce la parution de Blond de façon indépendante sur son étiquette Boys Don’t Cry. Un coup de génie en termes de marketing, et un pied de nez à son ancienne étiquette, qu’il avait ouvertement critiquée. Difficile de résumer cet album, qui aura eu une influence indéniable, tant musicalement, que culturellement. La première pièce de l’album, Nikes, donne le ton, avec son rythme langoureux et son refrain accrocheur. Un album dont on parlera encore dans plusieurs années. ",Frédéric Savard,https://open.spotify.com/album/3mH6qwIy9crq0I9YQbOuDf 
top-250-93,Frank Ocean ,États-Unis ,Channel Orange ,2012,Def Jam ,R&B  ,"Autant ses partenaires de Odd Future, Tyler, The Creator et Earl Sweatshirt ont marqué l'avènement de la génération mème du hip hop, autant Frank Ocean avec son style soul a changé ce que peut signifier pour un chanteur d'être adulé. Pourtant, plutôt discret sur le plan public, Ocean préfère produire peu et entretenir le mystère sur ses procédés créatifs, laissant ainsi à ses fans le plaisir d’attendre fiévreusement son prochain disque. ",Darcy Macdonald ,https://open.spotify.com/album/392p3shh2jkxUxY2VHvlH8?nd=1 
top-250-94,Fuck Buttons,Royaume-Uni,Slow Focus,2013,ATP,Noise mélodique,"Le duo de Bristol au lyrisme âpre revient en force avec ce troisième album. Slow Focus s’avère une solide mouture, se développant admirablement dans la complexité pour nous inonder de couches sonores impitoyables. Chaque pièce y trouve sa focale, le plus souvent dans un apex de textures et de rythmiques hardies, tout en parachevant un hypermélodisme assumé. Le résultat en est aérien quoique éminemment dense, nous laissant euphoriques, en proie à un délire de surpuissance addictif. ",Geneviève Gendreau,https://www.deezer.com/fr/album/6688278
top-250-95,Fucked Up ,Canada,David Comes to Life ,2011,Matador ,Hardcore punk ,"Si quelqu'un s'est demandé un jour : «Si Sergeant Pepper est un album concept, c'est quoi le concept?» disons qu'avec ce disque de 2011 des chouchous du hardcore canadien Fucked Up, on ne se pose pas ce genre de question. Jeunes militants communistes britanniques durant la période Thatcher, David et Veronica sont les vedettes rebelles d'un opéra aux chansons aussi bruyantes et décapantes que charmantes et entraînantes. Dans leur candeur toute nihiliste, les deux héros s’y posent autant de questions sur leur propre rapport que sur celui qu'ils ont avec le monde qui les entoure. Que les membres De Fucked Up aient été ou non aussi satisfaits du résultat que les critiques n'a pas empêché David Comes to Life de consacrer le groupe trésor national.  ",Darcy Macdonald,https://open.spotify.com/album/7exqkn1MEoUhfDRMjwCOgm?nd=1 
top-250-96,Gil Scott-Heron,États-Unis,I'm New Here,2010,XL Recordings,Soul/R&B/électro/poésie,"Repéré au terme d’une peine de prison pour récidive de cocaïnomanie, le poète, chanteur et homme de scène afro-américain avait accepté de reprendre du service. Diminué physiquement par tous les abus, il ne l’était pas mentalement, encore capable de rassembler toutes les forces qui lui restaient. Réflexions poétiques, diffractions autobiographiques, déclamations, reprises de Robert Johsnon et chants inédits furent posés sur des musiques résolument actuelles. Pas un miligramme de nostalgie au programme de cet album d’exception, sorti une année avant une mort prématurée… qui ne fut certes pas télévisée. ",Alain Brunet,https://open.spotify.com/album/1S5FP0ZGG6XGOIdL8OsrZB 
top-250-97,Godspeed You! Black Emperor,Canada / Québec,Allelujah! Don't Bend! Ascend!,2012,Constellation,Post-rock/drone,"GY!BE... groupe phare des années 90 et puis s'en va ? Réunis dans ce projet monumental, deux drones de six minutes et demie, deux fresques instrumentales d'une vingtaine de minutes et un Prix Polaris infirment cette perception. Une décennie de pause et de nouvelles immersions sonores, l’étincelle d’un nouveau départ sur scène puis… la révolte des carrés rouges et autres luttes planétaires à leur point d’ébullition ont vachement inspiré les leaders du post-rock montréalais. La puissance originelle de la formation se redéployait, des compositions plus matures et des exécutions mieux maîtrisées annonçaient un nouveau cycle de création. ",Alain Brunet,https://open.spotify.com/album/30bTXMxsMsYn7QbwmDW3rj?autoplay=true&v=L
top-250-98,Godwin Louis,États-Unis / Haïti,Global,2019,Blue Room Music,Jazz/traditionnelle/sacrée/haïtienne/brésilienne/juive,"Jazz et musiques du monde, chants sacrés et païens, gospel et rara créole, musiques juives et brésiliennes; si Godwin Louis s’était contenté d’être un saxophoniste généreux et surdoué qui arpente le monde comme un bienfaiteur de l’humanité, ça serait déjà beaucoup. Mais voilà qu’il signe seize pièces délirantes sur ce premier album double monumental et totalement planétaire, sorti sur un petit label coréen. Génial! ",Ralph Boncy,https://open.spotify.com/album/3UMyU8kPAgXMspBufRjmIl
top-250-99,Gorguts,Canada / Québec,Colored Sands,2013,Season of Mist,Technical death metal/ progressif/avant-garde/expérimental,"Étant donné que tous les albums du catalogue du groupe de Sherbrooke sont cités comme influence par des dizaines de musiciens à travers le monde, il va presque de soi qu’un de leurs disques ait marqué une décennie. Colored Sands y mérite encore plus sa place parce qu’en plus de concrétiser le retour en musique du chanteur, guitariste, compositeur et fondateur de Gorguts, Luc Lemay, il le fait de façon impressionnante. Colored Sands représente la culmination de l’évolution musicale d’un musicien qui maîtrise son art et continue d’expérimenter.  ",Christine Fortier,https://gorguts.bandcamp.com/album/colored-sands
top-250-100,Gorillaz,Royaume-Uni,Plastic Beach,2010,Parlophone,Électro-pop / Hip hop / Rock alternatif,,Nora Harun,https://open.spotify.com/album/2dIGnmEIy1WZIcZCFSj6i8?autoplay=true&v=L
top-250-101,Gretchen Parlato,États-Unis,The Lost and Found,2011,ObliqSound,Jazz contemporain,"Les inflexions, le phrasé et le timbre de la chanteuse Gretchen Parlato sont tout simplement uniques. Son goût certain se manifeste également dans ses choix stylistiques sur cet album marquant pour le chant d’allégeance jazz; elle passe allègrement de Robert Glasper à Wayne Shorter, de la soul /R&B hip hop au jazz contemporain des années 60-70, sans compter de superbes relectures pop. La musicienne new-yorkaise peut ici compter sur des accompagnateurs de très haut niveau, tous en phase avec les plus récents développements de la forme lors de sa confection en 2011.  ",Alain Brunet,https://obliqsound.bandcamp.com/album/the-lost-and-found 
